,age,marital,ever_defaulted,housing_loan,Personal_loan,y
15144,50,1,0,0,0,0
6612,52,1,0,1,1,0
8153,57,0,0,1,0,0
12157,37,0,0,1,0,0
6620,45,1,0,0,0,0
16472,41,1,0,0,0,0
4982,39,1,0,0,0,0
22694,34,1,0,0,0,0
26072,30,0,0,1,0,0
26780,43,1,0,0,1,1
16795,55,1,0,1,0,0
24662,32,1,0,1,0,0
8454,32,0,0,1,0,0
18513,31,0,0,1,0,0
6399,35,1,0,0,0,0
26111,26,0,0,1,0,0
24278,35,1,0,1,0,0
6918,35,0,0,0,0,0
9798,40,1,0,0,0,0
16073,37,0,0,0,0,0
2405,44,1,0,0,0,0
6149,45,1,0,1,1,0
11811,32,0,0,1,0,0
17624,35,1,0,1,0,0
12534,38,1,0,1,0,1
18516,31,0,0,0,0,0
852,49,1,0,0,0,0
26109,41,1,0,1,0,0
18429,34,0,0,0,0,0
2236,48,1,0,1,0,0
8137,43,1,0,1,0,0
26636,33,0,0,0,0,0
11105,26,0,0,1,0,0
17349,51,1,0,1,1,0
5940,37,1,0,1,0,0
17384,37,1,0,1,0,0
8821,34,1,0,1,0,0
8119,47,1,0,0,0,0
16543,48,1,0,0,0,0
20970,45,1,0,1,0,0
10124,35,1,0,0,1,0
2281,30,0,0,0,1,1
20531,25,0,0,0,0,0
29612,56,1,0,0,0,1
5383,43,0,0,1,0,0
26083,42,1,0,1,0,0
14265,54,1,0,1,1,0
29850,28,1,0,0,0,1
22040,55,0,0,1,0,0
31124,58,1,0,0,0,1
19825,32,0,0,1,0,0
28686,63,1,0,1,0,0
22716,30,1,0,1,0,0
28775,36,1,0,1,0,0
1012,43,1,0,0,0,0
16186,54,1,0,0,0,0
14615,33,0,0,1,0,0
25157,40,1,0,1,0,0
312,38,1,0,1,0,0
15484,32,1,0,0,0,0
7451,38,0,0,0,0,0
10664,54,1,0,1,1,0
11389,49,1,0,0,0,0
15353,43,1,0,0,1,0
23840,33,1,0,1,1,0
27462,51,1,0,0,0,1
16730,41,1,0,0,0,0
11393,32,1,0,1,0,0
14280,41,1,0,1,0,0
474,31,0,0,1,0,0
18716,39,1,0,1,0,0
31584,23,0,0,1,0,0
21794,34,0,0,1,0,0
7495,60,1,0,0,0,0
7794,48,1,0,0,0,0
17295,30,0,0,1,0,0
6070,50,1,0,0,0,0
19070,41,1,0,1,0,0
8943,45,1,0,1,0,0
20239,66,1,0,1,0,0
9020,54,1,0,1,0,0
775,28,0,0,0,0,0
20217,37,1,0,1,1,0
30125,74,1,0,0,0,1
2318,37,1,0,0,0,0
7923,26,1,0,1,0,0
8238,31,0,0,0,0,0
24299,36,1,0,1,0,0
15692,48,1,0,0,0,0
10525,38,1,0,0,1,0
11502,44,1,0,0,0,0
19432,33,1,0,1,0,0
21846,51,1,0,1,0,0
16869,48,1,0,1,0,0
8351,41,1,0,0,0,0
19651,30,0,0,1,1,0
4638,46,0,0,1,0,0
31354,34,0,0,0,0,1
29396,28,1,0,0,0,1
10217,33,0,0,1,0,0
29987,36,0,0,0,0,0
8557,41,0,0,0,0,0
30264,30,0,0,0,0,1
3063,60,1,0,1,0,0
25136,34,0,0,1,0,0
2918,27,1,0,0,0,0
674,35,1,0,1,1,0
14020,58,1,0,0,0,0
26894,29,0,0,1,0,0
27749,56,1,0,1,0,0
6535,33,1,0,1,1,0
31083,41,1,0,1,0,1
2222,32,0,0,1,0,0
16306,38,0,0,0,0,0
2907,34,1,0,0,0,0
5979,41,1,0,0,0,0
7828,31,1,0,0,0,0
2819,39,1,0,0,1,0
16229,51,1,0,1,0,0
2571,44,0,0,0,0,0
12540,28,1,0,0,0,0
5659,30,1,0,1,0,0
30546,35,0,0,0,0,0
19195,53,0,0,0,0,0
27698,32,0,0,0,0,0
18219,36,1,0,1,0,0
6354,44,0,0,0,0,0
21859,39,1,0,0,0,0
15145,57,1,0,0,0,1
17464,50,1,0,1,0,1
21552,50,1,0,0,0,0
12326,25,0,0,0,0,0
20964,32,0,0,1,0,0
6489,47,1,0,0,0,0
2541,37,1,0,0,0,0
13640,32,0,0,1,0,0
6010,29,1,0,0,0,0
5875,46,1,0,0,0,1
20113,29,1,0,1,0,1
28866,70,0,0,1,0,0
21516,48,0,0,1,0,0
6745,31,1,0,0,0,0
30599,38,0,0,1,0,1
19204,30,0,0,0,0,0
20402,26,1,0,1,0,0
25367,28,0,0,1,0,0
11724,31,0,0,0,0,0
9892,50,1,0,0,0,0
26126,52,1,0,1,0,0
19264,43,1,0,1,0,0
3402,41,0,0,1,0,0
25343,30,0,0,0,0,0
27556,33,0,0,0,0,0
11976,50,1,0,1,1,0
23263,32,1,0,0,0,0
30084,48,1,0,1,0,1
14695,40,1,0,0,0,0
24015,31,1,0,1,0,0
31630,30,1,0,0,1,1
10480,25,0,0,1,0,0
24862,43,0,0,1,0,0
10904,31,0,0,1,0,0
18253,33,1,0,0,0,0
4877,40,1,0,1,1,0
20110,88,0,0,1,0,0
13748,29,0,0,1,0,0
8206,30,0,0,1,0,0
4751,57,0,0,1,0,0
24750,35,0,0,1,0,0
29395,71,1,0,1,0,1
2457,40,0,0,0,0,0
1276,29,1,0,0,0,0
8474,50,0,0,1,0,0
20178,36,1,0,1,0,1
27650,49,1,0,0,0,0
17594,52,0,0,1,1,0
23721,33,1,0,1,1,0
21863,31,0,0,0,0,0
11911,54,1,0,0,0,0
1482,28,1,0,1,0,0
9418,33,1,0,0,0,0
872,31,1,0,0,0,0
15268,50,1,0,0,1,0
29559,27,1,0,0,0,0
30650,33,1,0,1,1,1
1453,39,1,0,0,0,0
19214,30,1,0,1,0,0
24637,33,0,0,1,0,0
3396,45,1,0,0,0,0
15922,33,1,0,1,0,0
12426,36,1,0,0,0,0
13086,47,1,0,0,0,0
27585,35,0,0,1,0,0
18740,45,1,0,0,0,0
31561,74,0,0,1,0,0
3638,48,0,0,1,0,0
13791,32,0,0,1,0,0
28827,36,1,0,0,0,1
21514,53,1,0,1,0,0
8021,42,1,0,1,1,0
26659,37,0,0,1,0,1
18016,37,1,0,1,0,0
5654,32,1,0,1,0,0
29626,67,1,0,0,0,0
11773,30,1,0,0,0,0
10930,33,0,0,0,0,0
12307,30,0,0,1,1,0
21613,31,0,0,0,0,0
9739,33,0,0,1,0,0
12950,30,0,0,1,0,0
12904,36,1,0,1,0,0
29541,38,1,0,1,0,0
6119,41,1,0,0,1,0
30477,50,1,0,0,0,1
16278,57,1,0,0,0,0
27683,38,1,0,0,0,0
831,37,1,0,0,1,0
866,36,0,0,0,0,0
19911,57,1,0,1,0,0
33,45,1,0,1,0,0
26571,43,0,0,0,0,0
15420,57,1,0,0,0,0
21960,39,1,0,0,0,0
25839,26,0,0,0,0,0
18471,42,1,0,1,1,0
20921,38,1,0,1,0,0
18679,48,1,0,1,0,0
26812,42,1,0,0,0,0
3705,26,0,0,0,1,0
6502,45,0,0,0,0,0
22645,46,1,0,0,0,0
27927,43,0,0,1,0,0
14858,36,1,0,0,0,0
2767,31,0,0,0,0,0
18250,42,0,0,0,0,0
13020,47,1,0,1,0,0
22512,24,0,0,1,0,1
10820,28,0,0,1,0,1
20761,36,0,0,1,0,0
22632,36,1,0,1,0,0
5561,39,1,0,0,0,0
3752,43,1,0,1,1,1
4978,45,1,0,0,0,0
23848,38,0,0,1,0,0
31237,66,1,0,0,0,0
11527,43,1,0,1,0,0
23920,34,1,0,1,0,0
15391,30,1,0,1,0,0
17278,31,1,0,1,0,0
25805,28,1,0,1,0,0
25863,31,0,0,1,0,0
24203,50,0,0,1,0,0
9363,35,0,0,0,0,0
12778,45,1,0,0,0,0
12189,26,0,0,0,1,0
20209,26,0,0,0,0,1
30701,34,1,0,1,0,1
6904,26,0,0,1,1,0
26226,28,0,0,1,0,0
4596,47,0,0,1,0,0
31740,38,1,0,0,0,0
4970,29,1,0,0,0,0
26464,42,0,0,1,0,0
12536,55,1,0,1,1,0
31019,37,1,0,1,0,1
3813,27,0,0,0,0,0
3219,26,1,0,1,0,0
31152,56,1,0,0,0,1
9558,28,1,0,0,0,0
22670,32,1,0,1,0,0
3394,55,1,0,0,0,1
11504,48,1,0,1,1,0
5843,37,1,0,0,0,0
20427,32,1,0,0,0,0
19565,51,0,0,1,0,0
1411,39,1,0,0,0,0
26325,48,0,0,0,0,0
4070,52,0,0,0,0,0
15134,59,1,0,1,1,0
3023,55,1,0,1,0,1
19453,32,1,0,1,0,0
4120,31,1,0,0,0,0
4556,35,1,0,1,0,0
6239,33,0,0,1,0,0
14878,58,1,0,1,1,0
11862,36,0,0,0,0,0
15573,29,0,0,0,1,0
3820,30,0,0,1,0,0
18665,36,0,0,0,0,0
20071,34,0,0,1,1,0
2585,32,0,0,1,1,0
7600,49,0,0,1,0,0
25261,32,1,0,1,0,0
9535,30,0,0,0,0,0
10624,29,1,0,1,0,0
2949,51,1,0,0,0,0
25448,32,0,0,1,0,0
7047,34,1,0,1,0,0
4540,46,0,0,1,1,0
10370,29,0,0,0,1,0
14740,45,1,0,1,1,0
29740,36,1,0,1,0,0
17655,48,1,0,0,0,0
9876,31,0,0,0,0,0
7907,53,0,0,1,0,0
11216,38,1,0,1,0,0
29545,35,1,0,0,0,0
19639,45,1,0,0,0,0
21750,41,1,0,0,0,0
19075,43,1,0,1,0,0
776,48,1,0,1,1,0
480,30,1,0,1,0,0
4577,43,1,0,1,0,0
25387,33,1,0,0,0,1
28132,59,0,0,0,0,1
911,45,0,0,0,0,0
16794,58,1,0,1,1,0
28055,66,1,0,0,0,0
10427,29,0,0,1,0,0
15097,31,1,0,0,1,0
20506,40,1,0,0,0,0
1388,41,0,0,1,1,1
8999,34,1,0,0,0,0
10843,29,1,0,0,0,0
24213,39,0,0,0,0,1
1698,51,1,0,0,1,0
27879,44,0,0,0,1,0
23949,58,0,0,1,0,1
16430,31,1,0,0,0,0
17512,31,0,0,1,0,0
5195,38,1,0,0,0,1
16792,60,1,0,0,0,0
25845,34,0,0,1,0,0
9635,42,1,0,0,1,0
17678,29,0,0,0,1,0
9189,24,0,0,1,0,0
811,39,1,0,0,0,0
15028,47,1,0,1,0,0
12430,33,1,0,1,0,0
8647,41,1,0,0,0,0
30623,26,1,0,0,0,0
3056,41,1,0,0,0,0
31488,48,1,0,1,1,1
8762,45,1,0,0,0,0
22714,43,1,0,0,0,0
3579,49,1,0,0,0,0
20860,27,0,0,1,0,0
13355,37,1,0,0,0,0
1103,39,1,0,1,0,0
26801,35,1,0,1,0,1
2947,43,1,0,0,0,0
15118,40,0,0,1,0,0
3843,28,0,0,1,0,0
26941,59,1,0,0,0,0
28275,44,1,0,1,0,0
25539,23,0,0,1,0,0
8285,42,0,0,0,0,0
8971,32,0,0,0,0,0
25533,24,0,0,0,0,0
29906,39,0,0,1,0,0
15241,30,1,0,0,1,0
1475,31,1,0,1,0,0
14170,32,0,0,0,0,0
3398,47,0,0,0,1,0
24005,44,1,0,0,0,0
27665,28,0,0,0,0,0
14224,41,1,0,1,0,0
26409,41,0,0,1,0,0
7388,35,1,0,0,0,0
30745,31,0,0,1,0,1
27463,28,0,0,1,1,1
3745,58,0,0,0,0,1
23407,56,1,0,0,0,0
7969,29,0,0,1,0,0
8628,25,0,0,1,1,0
17035,36,1,0,1,0,0
11489,44,1,0,1,0,0
25509,27,0,0,1,0,0
24184,32,1,0,0,1,0
29750,23,0,0,1,0,1
12146,44,0,0,1,0,0
5937,46,1,0,1,0,0
1590,58,0,0,1,0,0
29502,26,0,0,0,0,0
2633,48,1,0,0,0,1
28459,74,1,0,0,0,0
31389,31,1,0,0,0,1
7908,53,1,0,0,0,0
9048,27,1,0,0,0,0
12738,39,0,0,0,0,0
1834,51,1,0,0,0,0
23573,41,1,0,1,0,1
20375,50,1,0,1,0,0
21635,46,1,0,0,0,0
16146,33,1,0,0,0,0
29116,33,0,0,0,1,0
14014,33,0,0,1,0,0
19246,43,1,0,1,0,0
20765,40,0,0,1,0,0
9929,30,0,0,0,0,0
2342,49,1,0,1,0,0
4871,31,0,0,1,0,0
6886,36,1,0,1,1,0
25214,37,1,0,0,1,0
9071,25,1,0,0,0,0
22610,35,0,0,1,0,0
22033,51,1,0,1,0,0
20913,44,1,0,1,0,0
13504,32,0,0,0,0,0
25034,36,1,0,1,1,0
3697,35,1,0,0,1,0
3690,24,1,0,0,1,0
28792,41,1,0,1,0,0
25239,27,0,0,1,0,0
11306,34,1,0,1,0,0
26677,26,0,0,0,0,1
23540,24,0,0,0,0,0
8413,32,0,0,0,0,0
26579,48,1,0,1,0,0
26369,57,1,0,0,0,0
22247,43,1,0,1,0,0
14446,32,0,0,1,0,0
23258,32,1,0,0,0,0
30180,44,1,0,0,0,1
17292,42,1,0,1,0,0
28371,30,0,0,0,0,0
24741,34,1,0,1,0,0
11274,49,1,0,1,0,0
30111,35,1,0,1,0,1
5160,33,1,0,0,0,0
18861,38,1,0,0,0,0
23375,33,1,0,0,0,0
2467,35,1,0,1,0,0
18086,32,0,0,0,0,0
8278,30,0,0,0,0,0
16837,32,1,0,0,1,0
29864,41,0,0,1,0,1
15741,31,1,0,0,0,0
23352,42,0,0,0,0,0
23178,37,1,0,0,0,0
2012,37,1,0,1,0,0
16996,49,0,0,0,0,0
28451,36,0,0,1,0,1
24801,36,0,0,0,0,0
21622,23,0,0,1,0,0
18143,29,1,0,1,0,0
8687,33,0,0,1,0,0
13462,45,1,0,0,0,0
16860,42,1,0,0,0,1
15337,48,1,0,1,0,0
14967,35,1,0,0,0,0
15718,39,1,0,0,1,0
26517,28,0,0,1,0,0
22648,36,0,0,1,0,0
18273,36,0,0,1,0,0
19732,52,1,0,1,1,0
21901,31,0,0,0,0,1
19876,56,1,0,0,0,1
7278,55,0,0,1,0,0
17699,31,1,0,0,0,0
19413,36,0,0,1,0,0
20854,54,0,0,0,1,0
12939,51,1,0,0,0,0
28197,44,1,0,1,0,0
20373,34,0,0,0,0,0
27930,32,0,0,1,1,1
30943,67,1,0,0,0,0
31683,34,1,0,1,0,1
1661,30,0,0,0,0,0
9682,44,1,0,1,0,0
21428,50,1,0,0,0,0
23886,35,0,0,1,0,0
2714,60,1,0,1,0,0
12518,37,0,0,1,0,0
25213,33,0,0,1,0,0
23424,42,0,0,1,0,0
9857,40,0,0,1,0,0
13064,52,0,0,0,1,1
23894,37,0,0,1,0,0
22110,34,1,0,1,1,1
12759,36,1,0,0,0,0
27820,27,0,0,0,0,0
2992,39,1,0,1,0,0
1937,28,0,0,0,0,0
9889,35,1,0,1,0,0
11932,50,0,0,0,0,0
11020,30,0,0,1,0,0
16041,47,1,0,1,0,0
8364,41,1,0,1,0,0
27967,74,1,0,0,0,0
25151,58,1,0,0,0,0
8005,58,1,0,1,0,0
1346,32,0,0,0,0,0
1282,33,1,0,1,0,0
18659,53,1,0,1,0,0
2310,35,0,0,0,1,1
22381,27,0,0,0,0,0
15393,31,0,0,0,1,0
28089,34,0,0,1,1,0
15278,29,0,0,0,0,0
20066,38,1,0,0,0,0
22117,30,0,0,0,0,0
1395,36,1,0,1,0,0
9248,51,1,0,1,1,0
22750,39,1,0,1,1,0
27871,35,1,0,0,0,1
13177,37,1,0,1,1,0
22730,29,0,0,1,1,0
7071,30,0,0,0,0,0
52,49,1,0,0,0,1
25152,35,1,0,0,0,1
15483,54,1,0,1,0,0
23637,34,1,0,0,0,0
14462,31,0,0,0,0,0
5172,52,1,0,1,0,0
23784,40,1,0,0,0,0
8890,31,1,0,1,0,1
7555,47,0,0,1,0,0
31241,36,1,0,1,0,0
22701,37,0,0,1,0,0
28105,35,1,0,1,0,0
5405,52,1,0,0,1,0
26595,36,0,0,1,0,0
18754,33,0,0,1,0,0
2929,32,1,0,0,1,0
5908,40,0,0,0,1,0
27652,58,1,0,1,0,0
4645,37,1,0,0,1,0
6935,52,0,0,1,0,0
16520,29,0,0,1,0,0
26073,29,0,0,1,1,1
23368,35,1,0,1,1,0
22244,71,0,0,0,1,0
17394,39,1,0,1,1,0
19735,32,1,0,1,0,0
26237,50,1,0,1,0,0
7822,25,0,0,1,0,0
14532,31,0,0,1,0,0
2904,29,0,0,1,0,0
22869,31,1,0,1,0,0
501,44,0,0,0,0,0
24357,35,0,0,1,0,0
7924,54,1,0,0,0,0
7100,52,0,0,0,0,1
17147,52,1,0,1,1,0
15322,58,1,0,0,0,0
28399,49,1,0,0,0,0
10227,25,0,0,0,0,0
25965,28,0,0,1,0,0
23101,54,0,0,0,0,0
14844,30,1,0,0,0,0
29875,33,0,0,1,0,1
2029,37,1,0,1,0,0
23426,32,1,0,0,0,0
24955,32,0,0,0,0,1
13610,30,0,0,0,0,0
11902,40,0,0,0,0,1
27074,41,1,0,0,0,0
10408,33,0,0,1,0,0
20624,32,1,0,1,0,0
20833,36,1,0,0,0,1
29575,48,1,0,1,1,1
30953,67,1,0,0,0,1
9527,53,1,0,1,0,0
21519,38,0,0,1,0,0
15344,41,1,0,0,0,0
2726,32,0,0,0,0,0
24372,25,0,0,0,1,0
10859,30,0,0,0,1,0
10398,28,0,0,1,0,0
12135,47,1,0,1,0,0
28159,26,0,0,0,0,0
9473,43,0,0,0,0,1
24692,33,0,0,1,0,0
10721,22,0,0,1,1,1
17068,53,1,0,0,0,0
17031,39,1,0,1,0,0
5841,35,1,0,0,0,0
13427,33,1,0,0,1,0
25336,46,0,0,0,0,0
12313,52,1,0,0,0,0
12619,38,1,0,1,0,0
25149,36,0,0,1,0,0
29832,34,0,0,1,1,1
20511,46,1,0,0,0,0
22847,33,1,0,0,0,0
13914,36,1,0,0,0,0
30483,21,0,0,1,0,1
19148,34,1,0,1,0,1
31048,29,0,0,0,0,1
5501,32,1,0,1,0,0
28526,81,1,0,0,0,0
23581,39,1,0,0,1,0
2847,55,0,0,0,0,0
20754,25,0,0,1,1,1
19650,49,1,0,1,0,0
14750,32,0,0,1,0,0
19339,29,0,0,1,0,0
13981,34,0,0,0,0,0
4143,57,0,0,0,0,0
16368,43,1,0,1,0,0
3858,38,0,0,0,0,0
15558,41,1,0,1,0,0
3222,57,0,0,1,0,0
20464,32,0,0,0,0,1
18109,34,1,0,1,0,0
1738,46,1,0,0,0,0
8540,36,0,0,1,0,0
16266,51,1,0,1,0,0
17676,40,1,0,1,0,0
5754,32,0,0,1,0,0
3265,44,0,0,1,1,1
10045,50,1,0,1,0,0
24044,39,1,0,0,0,0
20280,33,0,0,1,0,0
24410,27,1,0,1,1,0
20787,42,1,0,0,0,1
21476,40,1,0,1,0,0
22066,46,1,0,0,0,0
7155,39,1,0,0,0,0
18014,33,0,0,0,0,0
7469,53,1,0,0,0,0
19210,51,0,0,1,1,0
22589,44,1,0,1,1,0
24465,31,0,0,0,0,0
26252,32,0,0,0,0,0
16495,41,1,0,1,0,0
27075,22,0,0,1,0,0
18292,36,0,0,1,0,1
16592,39,0,0,1,1,0
100,40,1,0,0,0,0
15665,32,0,0,0,0,0
4534,25,1,0,1,0,0
13766,58,1,0,1,0,0
5657,26,0,0,0,0,0
30090,33,0,0,1,0,0
21791,35,0,0,0,0,0
8517,36,0,0,0,0,0
11073,37,0,0,0,1,0
17444,31,1,0,1,1,0
2207,47,1,0,1,0,0
24644,29,0,0,1,0,0
19178,29,0,0,1,1,0
7033,47,0,0,0,0,0
30993,27,0,0,1,0,0
3254,30,1,0,0,1,0
4699,42,1,0,1,0,0
7012,34,0,0,0,0,0
30742,66,1,0,1,0,1
21462,47,1,0,1,1,0
25797,24,1,0,0,0,0
19047,43,1,0,1,0,0
19474,32,0,0,1,1,0
22600,36,1,0,1,1,1
29146,24,0,0,1,1,1
15829,31,1,0,0,0,0
5282,36,1,0,1,0,0
26460,47,1,0,1,1,0
8040,40,0,0,0,0,0
12645,35,0,0,1,0,0
16415,37,0,0,1,0,0
14808,48,1,0,0,0,0
18338,44,1,0,0,0,0
19608,31,0,0,1,1,0
30642,37,0,0,0,0,1
6156,47,0,0,1,0,1
4981,46,1,0,1,0,0
873,38,1,0,0,0,0
29265,67,1,0,0,0,0
3518,51,1,0,0,0,0
8492,44,1,0,1,1,0
13144,37,1,0,1,0,0
8354,45,0,0,0,0,0
22023,34,1,0,0,0,0
22334,35,0,0,1,0,1
9123,43,0,0,1,0,1
19346,30,1,0,1,1,0
2676,42,0,0,1,0,0
21784,34,0,0,1,0,0
2070,26,1,0,0,0,0
11809,53,1,0,1,0,0
10563,28,0,0,0,0,0
24671,31,0,0,1,0,0
10231,59,0,0,1,0,0
4974,25,0,0,0,0,0
12408,40,1,0,0,0,0
23402,34,0,0,1,0,0
24780,30,1,0,1,0,0
3698,46,0,0,1,0,0
18009,37,1,0,0,0,1
23942,36,1,0,0,0,0
30712,26,0,0,1,0,0
21078,47,1,0,0,0,0
8341,39,1,0,1,0,0
20523,46,0,0,0,1,1
789,32,1,0,0,0,1
3703,44,0,0,0,0,0
7474,36,0,0,0,1,0
13432,31,0,0,0,0,0
9353,31,0,0,0,0,0
14931,32,1,0,1,0,0
23340,34,1,0,1,0,0
26494,44,0,0,0,0,0
30351,31,0,0,1,0,1
13310,46,1,0,0,0,0
13943,49,1,0,0,0,0
27185,41,1,0,0,0,1
29301,50,1,0,1,0,0
30201,52,1,0,0,1,1
13002,34,0,0,1,0,0
23160,36,0,0,0,1,1
3474,39,1,0,1,0,0
19699,55,0,0,0,0,0
2061,41,0,0,1,0,0
7221,31,1,0,1,0,0
5165,30,1,0,0,0,0
11893,39,0,0,1,0,0
31528,54,1,0,0,0,0
12527,42,1,0,0,0,0
22141,31,1,0,1,0,0
29237,34,0,0,0,0,0
31411,60,1,0,0,0,0
1966,28,1,0,0,0,0
20368,54,1,0,1,0,0
11507,38,0,0,0,0,0
22568,36,1,0,0,0,0
280,35,1,0,0,0,0
26730,45,1,0,1,0,0
21528,37,1,0,1,0,0
30939,25,0,0,0,0,0
28194,28,0,0,0,0,0
1690,49,1,0,0,1,0
7107,52,1,0,0,0,0
10711,47,1,0,0,0,0
4962,27,0,0,0,0,0
506,36,1,0,0,0,0
2043,32,1,0,0,0,0
16442,40,0,0,0,0,0
19999,36,1,0,1,0,0
28202,45,1,0,0,0,0
27882,34,1,0,0,1,0
6253,35,1,0,1,0,0
10282,24,0,0,1,1,0
4742,36,1,0,0,1,0
6223,56,1,0,1,0,0
11398,38,1,0,1,0,0
30946,31,0,0,1,0,1
23916,37,0,0,0,0,0
879,28,0,0,1,0,0
17769,41,1,0,0,0,0
10062,28,1,0,1,0,0
31513,27,0,0,0,0,1
28505,35,1,0,1,0,0
7912,31,0,0,1,0,0
3445,42,0,0,0,0,0
21838,37,0,0,1,0,0
29673,47,1,0,1,1,0
17219,36,1,0,0,1,0
16778,38,0,0,1,0,0
7997,29,1,0,1,1,0
31165,60,0,0,1,0,1
27455,27,0,0,1,0,0
12660,56,1,0,0,0,0
17395,40,1,0,1,0,0
24969,32,1,0,1,0,1
28357,33,1,0,1,0,0
30828,54,1,0,1,0,0
15164,31,0,0,1,0,0
20048,41,1,0,0,0,1
1569,41,1,0,0,0,0
21558,40,1,0,0,0,0
19241,29,1,0,1,1,0
12034,58,0,0,0,0,0
8862,45,0,0,1,0,0
4032,34,1,0,0,0,0
11086,57,1,0,0,0,0
17477,35,1,0,1,0,0
10075,51,1,0,1,0,1
27988,82,1,0,0,0,0
30361,36,0,0,1,0,0
17976,34,0,0,1,0,0
22597,49,1,0,0,0,0
31428,30,0,0,0,0,0
23394,32,0,0,1,0,0
10152,26,0,0,1,0,0
27431,42,1,0,1,0,0
12854,31,0,0,0,1,0
2095,45,1,0,0,1,0
27742,63,0,0,1,1,0
8610,49,1,0,1,0,0
1266,33,1,0,1,0,0
17281,48,1,0,0,0,0
31023,25,0,0,0,0,1
1302,43,0,0,1,0,0
27845,32,0,0,1,0,0
27144,37,0,0,1,0,0
6888,30,0,0,0,0,0
23109,58,0,0,1,0,0
3106,30,1,0,0,0,0
10495,24,0,0,1,0,1
15953,52,1,0,1,0,0
6187,39,1,0,1,0,0
15752,37,1,0,1,1,0
18367,38,1,0,1,0,0
1968,29,0,0,1,1,0
13346,43,0,0,1,1,0
30636,37,0,0,1,1,0
20529,27,0,0,1,0,1
9952,33,1,0,1,0,0
2227,57,1,0,1,0,0
28585,55,0,0,1,0,1
1962,36,1,0,0,0,0
24227,23,0,0,1,0,1
28817,32,1,0,0,0,0
26573,41,1,0,1,1,0
15219,36,1,0,0,0,0
4659,39,1,0,0,0,0
11096,44,1,0,0,0,0
1047,38,1,0,0,0,0
26656,46,0,0,1,0,0
3469,30,1,0,1,0,0
31452,26,0,0,0,0,1
13094,45,1,0,1,0,0
10235,32,1,0,1,0,0
11011,36,0,0,0,0,0
20428,35,1,0,1,0,0
30638,35,1,0,1,1,0
11732,50,1,0,0,0,0
1758,45,0,0,1,1,0
17001,39,0,0,0,1,0
27669,25,0,0,1,1,1
15168,53,1,0,0,0,0
28695,45,0,0,0,0,1
27604,32,0,0,1,0,0
15610,32,0,0,1,0,0
4280,45,0,0,0,0,0
5354,30,1,0,1,1,0
23542,32,0,0,1,0,0
2950,34,1,0,0,0,0
10260,49,0,0,0,0,0
9792,55,1,0,0,0,0
31474,47,1,0,1,0,1
19260,30,0,0,0,1,0
14947,50,1,0,1,0,0
7104,41,1,0,1,0,0
17346,38,1,0,0,0,0
26650,32,1,0,1,0,0
20571,35,0,0,1,0,0
19887,47,1,0,1,1,0
24642,42,0,0,0,0,0
2442,36,1,0,0,0,0
11456,26,1,0,0,0,0
26890,42,1,0,1,0,0
27447,46,0,0,1,1,1
3383,29,0,0,1,1,0
26752,53,1,0,0,0,1
13259,42,1,0,1,1,0
9826,57,1,0,0,0,0
9044,31,1,0,0,0,0
1385,41,1,0,1,1,0
22489,37,1,0,1,0,0
3776,40,1,0,0,1,0
22025,52,1,0,0,0,0
3585,39,1,0,0,1,0
24958,29,0,0,0,0,0
6797,32,1,0,0,0,0
18837,44,1,0,1,0,0
23074,35,1,0,1,0,0
12257,38,1,0,1,0,0
2974,43,1,0,1,0,0
12086,36,1,0,1,0,0
11361,31,1,0,1,0,0
980,41,0,0,1,0,1
24305,30,1,0,1,1,0
17271,35,1,0,1,0,0
8282,42,0,0,0,0,0
24004,41,0,0,1,0,0
23229,36,1,0,1,0,0
334,41,1,0,0,0,0
12830,41,1,0,0,0,0
21390,29,0,0,0,0,0
31757,56,1,0,1,0,0
27334,37,1,0,0,0,0
8868,44,1,0,1,0,0
19777,41,1,0,1,0,0
21989,85,1,0,1,0,0
21849,37,1,0,0,0,0
26803,34,0,0,0,1,0
18082,46,0,0,0,0,0
29249,75,0,0,0,0,0
10154,34,1,0,1,0,0
25012,31,0,0,0,0,0
23983,37,1,0,1,1,0
18304,51,1,0,0,0,0
13762,34,0,0,1,0,0
6522,39,1,0,1,0,0
10009,23,0,0,1,0,0
14787,33,0,0,1,0,0
16487,30,1,0,0,1,0
21166,26,0,0,0,0,0
31125,26,0,0,0,0,0
10569,31,0,0,0,0,0
12859,28,0,0,0,0,0
15537,57,1,0,0,0,0
6690,40,1,0,0,0,0
20408,55,1,0,0,0,0
28545,58,1,0,1,0,1
3905,38,1,0,0,0,0
13214,31,0,0,0,0,0
274,43,1,0,1,0,0
8440,37,0,0,1,0,0
30663,33,0,0,1,0,0
2635,36,0,0,0,0,0
5128,57,1,0,0,0,0
17795,37,1,0,0,0,0
13557,34,0,0,1,0,0
13941,36,1,0,1,1,0
20902,47,0,0,0,0,1
27026,66,1,0,1,1,0
18809,36,1,0,1,0,0
6983,31,0,0,1,1,0
3929,36,0,0,1,1,0
25768,30,0,0,1,1,0
19538,57,1,0,0,0,0
30645,33,1,0,0,0,0
22631,37,1,0,0,1,0
4424,54,1,0,0,0,1
15521,41,1,0,1,0,0
12971,33,0,0,1,1,0
7713,48,1,0,0,0,0
1396,33,1,0,0,0,0
21237,49,1,0,1,1,0
23681,37,1,0,1,0,0
